1981.5	1709.5
1975.5	1717.5
1969.5	1721.5
1961.5	1727.5
1955.5	1733.5
1947.5	1739.5
1937.5	1745.5
1927.5	1751.5
1915.5	1749.5
1909.5	1743.5
1907.5	1733.5
1905.5	1719.5
1907.5	1709.5
1907.5	1701.5
1911.5	1689.5
1915.5	1677.5
1915.5	1667.5
1919.5	1659.5
1921.5	1649.5
1923.5	1635.5
1929.5	1619.5
1929.5	1609.5
1933.5	1589.5
1933.5	1597.5
1933.5	1593.5
1933.5	1579.5
1937.5	1573.5
1937.5	1563.5
1939.5	1557.5
1945.5	1547.5
1947.5	1541.5
1947.5	1533.5
1951.5	1515.5
1951.5	1503.5
1951.5	1499.5
1951.5	1485.5
1949.5	1475.5
1947.5	1459.5
1949.5	1439.5
1943.5	1433.5
1931.5	1431.5
1923.5	1423.5
1923.5	1419.5
1919.5	1409.5
1921.5	1399.5
1927.5	1391.5
1933.5	1383.5
1933.5	1379.5
1935.5	1359.5
1931.5	1349.5
1931.5	1339.5
1929.5	1325.5
1925.5	1305.5
1925.5	1289.5
1923.5	1277.5
1923.5	1265.5
1923.5	1253.5
1921.5	1243.5
1921.5	1233.5
1917.5	1227.5
1917.5	1219.5
1917.5	1211.5
1915.5	1201.5
1907.5	1193.5
1903.5	1187.5
1899.5	1181.5
1893.5	1177.5
1887.5	1165.5
1887.5	1157.5
1885.5	1153.5
1883.5	1147.5
1881.5	1137.5
1881.5	1135.5
1881.5	1131.5
1881.5	1123.5
1881.5	1119.5
1883.5	1107.5
1883.5	1097.5
1883.5	1095.5
1883.5	1087.5
1885.5	1081.5
1885.5	1081.5
1885.5	1071.5
1887.5	1065.5
1887.5	1063.5
1889.5	1055.5
1889.5	1049.5
1891.5	1035.5
1891.5	1029.5
1899.5	1011.5
1895.5	1019.5
1899.5	1001.5
1899.5	1001.5
1901.5	995.5
1903.5	981.5
1903.5	965.5
1903.5	953.5
1905.5	937.5
1907.5	929.5
1907.5	919.5
1907.5	913.5
1907.5	901.5
1909.5	893.5
1909.5	887.5
1915.5	869.5
1915.5	863.5
1915.5	855.5
1915.5	839.5
1917.5	835.5
1919.5	829.5
1919.5	821.5
1921.5	811.5
1921.5	801.5
1921.5	797.5
1921.5	789.5
1923.5	783.5
1925.5	777.5
1927.5	767.5
1929.5	757.5
1931.5	751.5
1933.5	743.5
1933.5	737.5
1935.5	731.5
1937.5	723.5
1939.5	713.5
1943.5	703.5
1947.5	689.5
1949.5	677.5
1953.5	669.5
1957.5	657.5
1959.5	645.5
1961.5	637.5
1965.5	625.5
1967.5	613.5
1971.5	601.5
1977.5	589.5
1983.5	579.5
1989.5	567.5
1995.5	557.5
2005.5	545.5
2011.5	537.5
2019.5	529.5
2029.5	523.5
2035.5	521.5
2045.5	521.5
2055.5	523.5
2061.5	529.5
2071.5	535.5
2077.5	543.5
2083.5	555.5
2085.5	563.5
2089.5	573.5
2093.5	585.5
2097.5	597.5
2101.5	611.5
2103.5	627.5
2107.5	645.5
2109.5	657.5
2113.5	669.5
2113.5	679.5
2115.5	691.5
2119.5	699.5
2121.5	713.5
2125.5	727.5
2125.5	737.5
2125.5	743.5
2125.5	753.5
2125.5	763.5
2127.5	775.5
2127.5	785.5
2127.5	799.5
2129.5	815.5
2131.5	835.5
2131.5	851.5
2131.5	865.5
2131.5	883.5
2133.5	899.5
2133.5	921.5
2135.5	943.5
2135.5	959.5
2135.5	971.5
2135.5	983.5
2135.5	995.5
2135.5	1009.5
2135.5	1027.5
2133.5	1043.5
2131.5	1053.5
2131.5	1065.5
2127.5	1079.5
2125.5	1095.5
2125.5	1109.5
2125.5	1125.5
2125.5	1139.5
2123.5	1153.5
2123.5	1165.5
2123.5	1177.5
2121.5	1187.5
2119.5	1199.5
2115.5	1215.5
2111.5	1231.5
2107.5	1243.5
2105.5	1257.5
2103.5	1267.5
2099.5	1281.5
2095.5	1305.5
2093.5	1325.5
2095.5	1341.5
2093.5	1355.5
2093.5	1371.5
2089.5	1389.5
2087.5	1403.5
2079.5	1413.5
2075.5	1421.5
2065.5	1433.5
2055.5	1437.5
2053.5	1445.5
2051.5	1457.5
2049.5	1467.5
2049.5	1479.5
2049.5	1493.5
2047.5	1507.5
2049.5	1521.5
2053.5	1529.5
2053.5	1545.5
2055.5	1563.5
2055.5	1583.5
2055.5	1593.5
2055.5	1599.5
2055.5	1611.5
2057.5	1621.5
2057.5	1639.5
2059.5	1649.5
2059.5	1661.5
2061.5	1671.5
2061.5	1679.5
2061.5	1691.5
2059.5	1703.5
2055.5	1715.5
2049.5	1727.5
2043.5	1739.5
2033.5	1747.5
2023.5	1751.5
2011.5	1753.5
2007.5	1749.5
2001.5	1741.5
1995.5	1735.5
1989.5	1727.5
1985.5	1717.5
